Name ,Sex,Age,2022,2023,2024,2025,2026
EC - Nelson Mandela Bay Metropolitan Municipality,Female,55-59,35510.396627,35781.994790,36117.236097,36437.840441,36790.847198
EC - Nelson Mandela Bay Metropolitan Municipality,Female,60-64,31649.425493,32030.130349,32333.739855,32710.476036,33130.329355
EC - Nelson Mandela Bay Metropolitan Municipality,Female,65-69,25837.309839,26626.641051,27293.413962,27890.793840,28401.508122
EC - Nelson Mandela Bay Metropolitan Municipality,Female,70-74,19038.836346,19756.855415,20554.727264,21326.352655,22042.201710
EC - Nelson Mandela Bay Metropolitan Municipality,Female,75-79,12306.526333,13015.539563,13704.791424,14391.437602,15054.129556
EC - Nelson Mandela Bay Metropolitan Municipality,Female,80+,10695.106556,11340.053683,12054.237992,12816.487362,13628.672308
FS - Xhariep District Municipality (DC16),Male,0-4,6983.229081,6990.570111,7047.311833,7146.222061,7269.568420
FS - Xhariep District Municipality (DC16),Male,5-9,6934.335538,6933.424768,6899.531159,6857.397317,6846.481078
FS - Xhariep District Municipality (DC16),Male,10-14,6602.712655,6659.268745,6747.545490,6812.508229,6824.877944
FS - Xhariep District Municipality (DC16),Male,15-19,6019.629428,6063.646205,6067.697691,6113.969234,6207.825714
FS - Xhariep District Municipality (DC16),Male,20-24,4725.654991,4794.926370,4904.726543,5005.928506,5084.724590
FS - Xhariep District Municipality (DC16),Male,25-29,4868.783900,4719.774626,4587.782011,4470.760277,4378.457984
FS - Xhariep District Municipality (DC16),Male,30-34,5270.177528,5194.026466,5097.289418,4997.247773,4891.554004
FS - Xhariep District Municipality (DC16),Male,35-39,4850.465754,4956.310787,5049.585282,5107.265149,5081.276160
FS - Xhariep District Municipality (DC16),Male,40-44,3750.196896,3907.997232,4077.105108,4234.669909,4399.562503
FS - Xhariep District Municipality (DC16),Male,45-49,3162.993041,3153.229313,3157.246733,3196.101946,3292.543534
FS - Xhariep District Municipality (DC16),Male,50-54,2680.596930,2731.779299,2765.141233,2792.429671,2797.763418
FS - Xhariep District Municipality (DC16),Male,55-59,2069.744741,2113.262453,2160.916151,2205.786072,2255.350790
FS - Xhariep District Municipality (DC16),Male,60-64,1583.200840,1604.584093,1630.689171,1662.692219,1697.150029
FS - Xhariep District Municipality (DC16),Male,65-69,1256.125753,1242.203105,1231.326227,1229.611562,1236.481436
FS - Xhariep District Municipality (DC16),Male,70-74,873.170761,887.868682,897.634136,899.839749,893.591033
FS - Xhariep District Municipality (DC16),Male,75-79,527.189834,509.876361,503.270424,507.277217,519.906231
FS - Xhariep District Municipality (DC16),Male,80+,415.998340,470.854373,516.756700,558.482835,598.005255
FS - Xhariep District Municipality (DC16),Female,0-4,6965.336828,7004.765090,7098.014079,7230.120772,7382.786876
FS - Xhariep District Municipality (DC16),Female,5-9,6935.827737,6957.599475,6960.328841,6971.845302,7028.308086
FS - Xhariep District Municipality (DC16),Female,10-14,6633.650837,6709.388573,6802.233231,6863.223905,6878.171079
FS - Xhariep District Municipality (DC16),Female,15-19,6153.272783,6261.250274,6305.933750,6376.004484,6473.367200
FS - Xhariep District Municipality (DC16),Female,20-24,4662.481050,4833.271726,5053.035471,5258.651996,5429.320841
FS - Xhariep District Municipality (DC16),Female,25-29,4631.436588,4542.105700,4482.016294,4454.187327,4466.815205
FS - Xhariep District Municipality (DC16),Female,30-34,5012.924868,4977.268558,4913.483348,4847.334503,4788.411167
FS - Xhariep District Municipality (DC16),Female,35-39,4591.698666,4744.827187,4900.401505,5021.013847,5052.810019
FS - Xhariep District Municipality (DC16),Female,40-44,3833.241945,3947.709170,4069.789572,4204.797115,4367.532117
FS - Xhariep District Municipality (DC16),Female,45-49,3238.643756,3280.986840,3332.405036,3399.282117,3498.839410
FS - Xhariep District Municipality (DC16),Female,50-54,2853.224846,2883.692617,2909.911066,2940.517091,2985.612772
FS - Xhariep District Municipality (DC16),Female,55-59,2433.388319,2484.674462,2545.329380,2596.851166,2634.169119
FS - Xhariep District Municipality (DC16),Female,60-64,2070.305134,2077.381071,2089.031859,2116.879749,2159.200640
FS - Xhariep District Municipality (DC16),Female,65-69,1763.065753,1763.010543,1760.955433,1761.008597,1763.828980
FS - Xhariep District Municipality (DC16),Female,70-74,1535.688051,1509.584224,1488.613248,1471.223676,1456.902209
FS - Xhariep District Municipality (DC16),Female,75-79,1106.351820,1162.475666,1200.977828,1218.260746,1210.550531
FS - Xhariep District Municipality (DC16),Female,80+,984.994808,1020.475986,1062.489838,1108.819199,1159.414175
FS - Mangaung Metropolitan Municipality (MAN),Male,0-4,38986.619007,38810.837128,38650.953597,38521.688098,38451.464698
FS - Mangaung Metropolitan Municipality (MAN),Male,5-9,40214.353700,39873.336746,39624.230304,39505.037671,39514.881599
FS - Mangaung Metropolitan Municipality (MAN),Male,10-14,43083.365193,42861.978073,42425.288325,41796.437633,41081.106389
FS - Mangaung Metropolitan Municipality (MAN),Male,15-19,39475.521348,41245.040552,42501.066842,43331.830723,43753.571986
FS - Mangaung Metropolitan Municipality (MAN),Male,20-24,35068.715034,35045.906247,35820.505968,37260.904166,38983.696670
FS - Mangaung Metropolitan Municipality (MAN),Male,25-29,36639.561835,35770.580816,34941.592068,34108.946046,33540.405659
FS - Mangaung Metropolitan Municipality (MAN),Male,30-34,39064.247925,38557.485719,37907.689052,37261.053827,36589.371900
FS - Mangaung Metropolitan Municipality (MAN),Male,35-39,35894.880069,36742.188090,37467.770206,37925.326575,37765.597546
FS - Mangaung Metropolitan Municipality (MAN),Male,40-44,27394.502743,28767.544626,30206.949843,31518.381224,32833.225059
FS - Mangaung Metropolitan Municipality (MAN),Male,45-49,22916.417928,23016.227409,23200.420586,23640.868449,24512.438404
FS - Mangaung Metropolitan Municipality (MAN),Male,50-54,19158.071766,19726.470090,20189.158302,20606.555988,20844.165059
FS - Mangaung Metropolitan Municipality (MAN),Male,55-59,14758.901122,15155.670493,15605.168473,16065.111621,16592.961404
FS - Mangaung Metropolitan Municipality (MAN),Male,60-64,11429.898595,11661.118501,11903.940507,12190.662163,12513.320021
FS - Mangaung Metropolitan Municipality (MAN),Male,65-69,8728.525796,8847.776938,8980.752074,9144.316992,9328.454680
FS - Mangaung Metropolitan Municipality (MAN),Male,70-74,6049.574939,6227.058542,6387.281819,6528.145085,6638.124415
FS - Mangaung Metropolitan Municipality (MAN),Male,75-79,3777.877701,3832.145086,3917.570361,4030.541409,4159.888031
FS - Mangaung Metropolitan Municipality (MAN),Male,80+,3391.708580,3459.185591,3540.870101,3640.136347,3753.637439
FS - Mangaung Metropolitan Municipality (MAN),Female,0-4,37548.365198,37357.159880,37185.280528,37018.489468,36884.351288
FS - Mangaung Metropolitan Municipality (MAN),Female,5-9,38441.295203,38116.371103,37871.576454,37757.253857,37784.397014
FS - Mangaung Metropolitan Municipality (MAN),Female,10-14,41022.584041,40691.803755,40225.724229,39614.749552,38941.701651
FS - Mangaung Metropolitan Municipality (MAN),Female,15-19,38014.293944,39561.947053,40587.523306,41199.522124,41398.246159
FS - Mangaung Metropolitan Municipality (MAN),Female,20-24,34476.844165,34212.337015,34695.716947,35846.541843,37334.591796
FS - Mangaung Metropolitan Municipality (MAN),Female,25-29,35950.312679,35134.045722,34299.302013,33382.747364,32656.409966
FS - Mangaung Metropolitan Municipality (MAN),Female,30-34,38648.743530,38040.533352,37340.353436,36676.817931,35997.875616
FS - Mangaung Metropolitan Municipality (MAN),Female,35-39,36972.578363,37591.492940,38074.267485,38291.939782,37942.119016
FS - Mangaung Metropolitan Municipality (MAN),Female,40-44,30601.110402,31713.659806,32847.105331,33899.175711,34910.482165
FS - Mangaung Metropolitan Municipality (MAN),Female,45-49,26482.911530,26635.344427,26859.565235,27284.211157,28057.754762
FS - Mangaung Metropolitan Municipality (MAN),Female,50-54,23233.793306,23579.213547,23904.702277,24214.282935,24565.452720
FS - Mangaung Metropolitan Municipality (MAN),Female,55-59,20312.009843,20668.308956,21028.122078,21323.885772,21564.065282
FS - Mangaung Metropolitan Municipality (MAN),Female,60-64,16620.216371,17024.371659,17453.214037,17923.919546,18382.963515
FS - Mangaung Metropolitan Municipality (MAN),Female,65-69,13770.399584,13956.043717,14080.500771,14248.401421,14481.214386
FS - Mangaung Metropolitan Municipality (MAN),Female,70-74,10378.194917,10763.457715,11147.254138,11441.284105,11637.461645
FS - Mangaung Metropolitan Municipality (MAN),Female,75-79,6770.373259,7006.982349,7290.022126,7638.123793,8033.948526
FS - Mangaung Metropolitan Municipality (MAN),Female,80+,7113.411811,7359.202420,7651.925371,7975.463767,8329.365387
FS - Lejweleputswa District Municipality (DC18),Male,0-4,28386.672379,28272.771944,27954.618596,27492.433807,27002.538756
FS - Lejweleputswa District Municipality (DC18),Male,5-9,27737.691496,27425.796292,27329.557835,27382.465940,27438.283126
FS - Lejweleputswa District Municipality (DC18),Male,10-14,30798.333160,30144.174665,29318.828249,28447.612450,27704.245265
FS - Lejweleputswa District Municipality (DC18),Male,15-19,27300.495742,28182.797142,28992.107803,29628.546218,29903.624575
FS - Lejweleputswa District Municipality (DC18),Male,20-24,25449.768776,24879.034183,24426.436512,24265.339150,24479.509421
FS - Lejweleputswa District Municipality (DC18),Male,25-29,26360.325011,25931.174258,25672.368876,25303.382811,24749.108409
FS - Lejweleputswa District Municipality (DC18),Male,30-34,29413.234558,28637.818804,27740.830937,26969.538155,26395.457942
FS - Lejweleputswa District Municipality (DC18),Male,35-39,27237.333416,27833.589788,28371.690214,28654.513247,28380.273235
FS - Lejweleputswa District Municipality (DC18),Male,40-44,21543.419944,22337.141525,23119.915506,23826.128383,24610.578483
FS - Lejweleputswa District Municipality (DC18),Male,45-49,18009.990660,18081.407867,18265.253530,18616.256761,19210.124619
FS - Lejweleputswa District Municipality (DC18),Male,50-54,15780.197627,15873.309367,15952.547459,16066.813540,16108.404099
FS - Lejweleputswa District Municipality (DC18),Male,55-59,14575.965193,14353.589398,14106.597550,13886.190048,13794.587331
FS - Lejweleputswa District Municipality (DC18),Male,60-64,12361.906769,12581.282207,12751.355514,12851.403831,12843.166870
FS - Lejweleputswa District Municipality (DC18),Male,65-69,9178.983135,9430.426919,9679.006933,9933.497590,10177.450058
FS - Lejweleputswa District Municipality (DC18),Male,70-74,5743.032260,6034.536219,6315.311649,6589.254693,6841.829229
FS - Lejweleputswa District Municipality (DC18),Male,75-79,3092.426163,3236.688570,3394.332181,3566.784886,3750.583796
FS - Lejweleputswa District Municipality (DC18),Male,80+,1609.427675,1755.051301,1881.329286,2000.505378,2116.803309
FS - Lejweleputswa District Municipality (DC18),Female,0-4,28209.901480,28140.167257,27829.884790,27323.689893,26754.686066
FS - Lejweleputswa District Municipality (DC18),Female,5-9,27533.900740,27255.037431,27213.701428,27338.244900,27465.501876
FS - Lejweleputswa District Municipality (DC18),Female,10-14,30903.627097,30126.079725,29246.218713,28380.977981,27690.270907
FS - Lejweleputswa District Municipality (DC18),Female,15-19,27433.229060,28372.480331,29136.274076,29664.851120,29803.327135
FS - Lejweleputswa District Municipality (DC18),Female,20-24,24826.134035,24325.309761,23987.605437,23970.914614,24326.590971
FS - Lejweleputswa District Municipality (DC18),Female,25-29,24490.845748,24243.335831,24095.673177,23785.871328,23284.484649
FS - Lejweleputswa District Municipality (DC18),Female,30-34,26943.236473,26260.822997,25469.170223,24792.519034,24287.214455
FS - Lejweleputswa District Municipality (DC18),Female,35-39,25622.148591,26127.294042,26588.699891,26823.796279,26563.193424
FS - Lejweleputswa District Municipality (DC18),Female,40-44,21694.325519,22238.477678,22806.364277,23366.680169,23975.834812
FS - Lejweleputswa District Municipality (DC18),Female,45-49,19889.150833,19780.659098,19698.035856,19749.230598,20044.945254
FS - Lejweleputswa District Municipality (DC18),Female,50-54,17953.572505,18132.699643,18320.107168,18478.543345,18621.688410
FS - Lejweleputswa District Municipality (DC18),Female,55-59,16337.973216,16444.491368,16528.489961,16576.867581,16623.808886
FS - Lejweleputswa District Municipality (DC18),Female,60-64,13305.191695,13674.917658,14041.058607,14403.328347,14711.128346
FS - Lejweleputswa District Municipality (DC18),Female,65-69,10320.654165,10565.490237,10773.106194,11007.622171,11280.275104
FS - Lejweleputswa District Municipality (DC18),Female,70-74,7225.148616,7507.815220,7813.230183,8085.263271,8314.888830
FS - Lejweleputswa District Municipality (DC18),Female,75-79,4394.693283,4553.727038,4736.665432,4958.407701,5214.142941
FS - Lejweleputswa District Municipality (DC18),Female,80+,2601.333308,2686.005336,2787.717924,2900.524816,3024.214785
FS - Thabo Mofutsanyane District Municipality (DC19),Male,0-4,38754.016593,38270.601705,37505.585366,36558.733705,35590.203927
FS - Thabo Mofutsanyane District Municipality (DC19),Male,5-9,38638.522325,38364.058705,38277.333443,38301.770220,38278.058164
FS - Thabo Mofutsanyane District Municipality (DC19),Male,10-14,41439.686158,40885.391345,40226.126463,39469.250073,38776.524740
FS - Thabo Mofutsanyane District Municipality (DC19),Male,15-19,37465.251476,38203.183718,38803.795890,39468.988193,40015.714296
FS - Thabo Mofutsanyane District Municipality (DC19),Male,20-24,28882.427632,29087.817194,29560.406400,30132.724653,30803.981671
FS - Thabo Mofutsanyane District Municipality (DC19),Male,25-29,29196.481180,28192.728488,27281.107128,26411.584306,25649.633652
FS - Thabo Mofutsanyane District Municipality (DC19),Male,30-34,32014.727376,31285.557849,30397.136570,29500.627237,28592.826070
FS - Thabo Mofutsanyane District Municipality (DC19),Male,35-39,29006.271364,29706.657680,30284.449814,30574.553397,30277.429881
FS - Thabo Mofutsanyane District Municipality (DC19),Male,40-44,21352.814816,22494.801019,23637.137326,24657.362821,25685.517483
FS - Thabo Mofutsanyane District Municipality (DC19),Male,45-49,16478.627168,16748.095996,17083.573384,17607.333699,18429.803849
FS - Thabo Mofutsanyane District Municipality (DC19),Male,50-54,12345.011928,12837.234215,13308.724170,13765.014024,14103.295556
FS - Thabo Mofutsanyane District Municipality (DC19),Male,55-59,9496.967899,9552.853890,9640.124938,9786.058820,10058.733546
FS - Thabo Mofutsanyane District Municipality (DC19),Male,60-64,7285.877430,7354.387539,7445.837031,7547.474645,7633.957996
FS - Thabo Mofutsanyane District Municipality (DC19),Male,65-69,5653.853418,5554.145121,5464.071144,5408.012430,5388.413115
FS - Thabo Mofutsanyane District Municipality (DC19),Male,70-74,4009.766180,4004.666636,3974.214103,3915.467096,3824.314938
FS - Thabo Mofutsanyane District Municipality (DC19),Male,75-79,2387.005199,2357.385502,2347.588798,2349.813184,2351.543790
FS - Thabo Mofutsanyane District Municipality (DC19),Male,80+,1910.529642,1797.089692,1726.430520,1686.264855,1666.959422
FS - Thabo Mofutsanyane District Municipality (DC19),Female,0-4,38008.520341,37562.775230,36826.187029,35870.375844,34860.054135
FS - Thabo Mofutsanyane District Municipality (DC19),Female,5-9,37808.291330,37569.975629,37508.564874,37560.140568,37577.305099
FS - Thabo Mofutsanyane District Municipality (DC19),Female,10-14,40810.749338,40107.603988,39398.736575,38680.155915,38060.560417
FS - Thabo Mofutsanyane District Municipality (DC19),Female,15-19,37515.637441,38390.378975,38907.816458,39288.044810,39453.273906
FS - Thabo Mofutsanyane District Municipality (DC19),Female,20-24,30877.272157,30873.735539,31263.346188,31881.063254,32626.500420
FS - Thabo Mofutsanyane District Municipality (DC19),Female,25-29,32193.628906,31123.565751,30125.425323,29171.436033,28374.303220
FS - Thabo Mofutsanyane District Municipality (DC19),Female,30-34,34878.690843,34231.572812,33431.065276,32598.060094,31727.104537
